time,open,high,low,close,volume
2021-02-19 18:45:00,119.18,119.18,119.18,119.18,1250
2021-02-19 18:25:00,119.1,119.1,119.1,119.1,701
2021-02-19 18:20:00,119.0,119.0,119.0,119.0,490
2021-02-19 18:05:00,119.15,119.15,119.15,119.15,353
2021-02-19 18:00:00,119.05,119.05,119.05,119.05,556
2021-02-19 17:35:00,119.04,119.04,119.0,119.0,706
2021-02-19 17:25:00,119.05,119.05,119.0,119.0,7107
2021-02-19 17:20:00,119.01,119.05,119.01,119.05,300
2021-02-19 16:55:00,119.04,119.2,119.04,119.2,1166
2021-02-19 16:50:00,118.98,119.0,118.98,119.0,1400
2021-02-19 16:45:00,118.99,118.99,118.98,118.98,547
2021-02-19 16:40:00,118.96,118.96,118.96,118.96,300
2021-02-19 16:35:00,118.96,118.96,118.96,118.96,222
2021-02-19 16:25:00,118.99,118.99,118.99,118.99,618
2021-02-19 16:15:00,118.9,118.9,118.9,118.9,838
2021-02-19 16:10:00,118.9,118.99,118.8999,118.99,25246
2021-02-19 16:05:00,118.99,119.03,118.99,118.99,78015
2021-02-19 16:00:00,118.94,119.01,118.81,118.98,225386
2021-02-19 15:55:00,119.09,119.13,118.94,118.94,111630
2021-02-19 15:50:00,119.1,119.22,119.08,119.09,102577
2021-02-19 15:45:00,119.08,119.175,119.0702,119.11,75225
2021-02-19 15:40:00,119.05,119.12,119.0,119.07,63004
2021-02-19 15:35:00,119.02,119.14,119.0,119.05,80825
2021-02-19 15:30:00,118.935,119.02,118.93,119.02,54131
2021-02-19 15:25:00,119.01,119.01,118.91,118.945,35598
2021-02-19 15:20:00,119.01,119.05,118.9374,119.015,41968
2021-02-19 15:15:00,118.91,119.02,118.905,119.0,58340
2021-02-19 15:10:00,118.8,118.95,118.78,118.91,72221
2021-02-19 15:05:00,118.62,118.825,118.61,118.81,69398
2021-02-19 15:00:00,118.5281,118.6485,118.505,118.62,52370
2021-02-19 14:55:00,118.4,118.54,118.39,118.53,46781
2021-02-19 14:50:00,118.475,118.485,118.38,118.405,75397
2021-02-19 14:45:00,118.58,118.5899,118.42,118.475,128723
2021-02-19 14:40:00,118.57,118.63,118.55,118.58,35288
2021-02-19 14:35:00,118.63,118.7645,118.56,118.58,94920
2021-02-19 14:30:00,118.775,118.8,118.63,118.63,101589
2021-02-19 14:25:00,118.825,118.845,118.705,118.77,138553
2021-02-19 14:20:00,118.81,118.89,118.795,118.825,66324
2021-02-19 14:15:00,118.835,118.8918,118.78,118.81,43680
2021-02-19 14:10:00,118.84,118.92,118.77,118.85,73226
2021-02-19 14:05:00,118.81,118.88,118.805,118.84,32933
2021-02-19 14:00:00,118.835,118.9,118.78,118.805,49511
2021-02-19 13:55:00,118.8072,118.84,118.78,118.8311,45774
2021-02-19 13:50:00,118.875,118.94,118.81,118.81,81988
2021-02-19 13:45:00,118.8,118.88,118.785,118.87,54080
2021-02-19 13:40:00,118.83,118.85,118.76,118.805,92586
2021-02-19 13:35:00,118.9205,118.93,118.8022,118.8399,90935
2021-02-19 13:30:00,118.965,119.0,118.9101,118.9101,56548
2021-02-19 13:25:00,119.05,119.07,118.96,119.0,42103
2021-02-19 13:20:00,119.0,119.14,118.98,119.05,48384
